Analysis name: SLA_Madison
Column conditions: None
Row conditions: Block, Procedure[Trial], Procedure[Block], SubTrial, Sex, Age, Procedure[SubTrial], Response.RESP, Response.RT, Running[SubTrial], GambleOutcome, GambleAmount, Amount1, Amount2, Certain
Statistics: BothBlockInstructions.RT:Mean
Filters: None
Data file: SLA_v1a_withpractice_Other_8_11_16A_ORDER2-15-1
File does not have data alterations.
Block	Procedure[Trial]	Procedure[Block]	SubTrial	Sex	Age	Procedure[SubTrial]	Response.RESP	Response.RT	Running[SubTrial]	GambleOutcome	GambleAmount	Amount1	Amount2	Certain	Stats	
2	Self3	SelfTask	23	male	19	LASelfMixed	2	528	List6	won	$10.00	$10.00	-$16.25	$0.00	Mean BothBlockInstructions.RT	N/A
2	Self3	SelfTask	24	male	19	LASelfMixed	2	310	List6	won	$5.00	$5.00	-$2.50	$0.00	Mean BothBlockInstructions.RT	N/A
2	Self3	SelfTask	25	male	19	LASelfGain	1	468	List6	lost	$0.00	$28.00	$0.00	$13.00	Mean BothBlockInstructions.RT	N/A
2	Self3	SelfTask	26	male	19	LASelfMixed	2	648	List6	won	$10.00	$10.00	-$6.25	$0.00	Mean BothBlockInstructions.RT	N/A
2	Self3	SelfTask	27	male	19	LASelfGain	1	343	List6	lost	$0.00	$12.00	$0.00	$5.00	Mean BothBlockInstructions.RT	N/A
2	Self3	SelfTask	28	male	19	LASelfMixed	2	621	List6	lost	-$12.00	$12.00	-$12.00	$0.00	Mean BothBlockInstructions.RT	N/A
2	Self3	SelfTask	29	male	19	LASelfMixed	2	298	List6	won	$4.00	$4.00	-$6.00	$0.00	Mean BothBlockInstructions.RT	N/A
2	Self3	SelfTask	30	male	19	LASelfMixed	2	320	List6	won	$6.00	$6.00	-$7.50	$0.00	Mean BothBlockInstructions.RT	N/A
3	Both1	BothTask	1	male	19	LABothMixed	2	612	List11	won	$8.00	$8.00	-$9.00	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both1	BothTask	2	male	19	LABothMixed	2	776	List11	lost	-$3.75	$2.00	-$3.75	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both1	BothTask	3	male	19	LABothGain	1	526	List11	won	$12.00	$12.00	$0.00	$4.00	Mean BothBlockInstructions.RT	1478.00
3	Both1	BothTask	4	male	19	LABothGain	1	411	List11	lost	$0.00	$22.00	$0.00	$13.00	Mean BothBlockInstructions.RT	1478.00
3	Both1	BothTask	5	male	19	LABothMixed	1	897	List11	lost	-$4.38	$5.00	-$4.38	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both1	BothTask	6	male	19	LABothMixed	2	294	List11	lost	-$18.75	$10.00	-$18.75	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both1	BothTask	7	male	19	LABothMixed	1	436	List11	won	$9.00	$9.00	-$9.00	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both1	BothTask	8	male	19	LABothMixed	1	722	List11	lost	-$1.25	$2.00	-$1.25	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both1	BothTask	9	male	19	LABothMixed	1	264	List11	won	$4.00	$4.00	-$1.00	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both1	BothTask	10	male	19	LABothMixed	2	269	List11	lost	-$13.00	$8.00	-$13.00	$0.00	Mean BothBlockInstructions.RT	1478.00
